Place,Movie Title,Rating,Year,Reviews
"4,140",Maiya,2.8,2017,0
"4,141",The Song of Scorpions,5.9,2017,4
"4,142",Toilet - Ek Prem Katha,7.2,2017,22
"4,143",Yeh Hai India,3.8,2017,5
"4,144",The Dream Job,7.2,2017,0
"4,145",Bareilly Ki Barfi,7.5,2017,21
"4,147",Hotel Beautifool,7.3,2017,0
"4,148",Kuldip Patwal: I Didn't Do It!,6.4,2017,17
"4,149",Phir Aaya Satte Pe Satta,8.6,2017,4
"4,150",Gangs of North East,8.3,2017,0
"4,152",Buchcha,8.4,2017,0
"4,155",A Gentleman,6.3,2017,7
"4,156",Babumoshai Bandookbaaz,6.9,2017,23
"4,157",Muskurahatein,2.7,2017,2
"4,158",The Rally,7.5,2017,24
"4,159",Sniff,5.4,2017,4
"4,160",Baadshaho,4.9,2017,21
"4,161",Shubh Mangal Saavdhan,6.9,2017,19
"4,163",Sunn Raha Hai Na,8.2,2017,0
"4,164",The Hungry,7.1,2017,4
"4,165",Daddy,6.4,2017,24
"4,166",Poster Boys,5.4,2017,13
"4,167",Omerta,7.1,2017,11
"4,168",Sameer,5.3,2017,6
"4,169",Mr. Kabaadi,4.7,2017,3
"4,170",Mukkabaaz,8.0,2017,3
"4,171",Tikli and Laxmi Bomb,7.7,2017,23
"4,172",Mi'raj,No ratings,2017,1
"4,173",GRADE,6.7,2017,0
"4,174",Patel Ki Punjabi Shaadi,4.0,2017,5
"4,175",Lucknow Central,6.2,2017,1
"4,176",Simran,5.2,2017,13
"4,177",B.A. Pass 2,2.2,2017,11
"4,178",Rabbi,No ratings,2017,1
"4,181",Bhoomi,5.3,2017,1
"4,183",JD,5.6,2017,0
"4,184",The Final Exit,6.7,2017,0
"4,185",Union Leader,7.2,2017,4
"4,186",Main Tumhare Bachche ki Maa Banne Waali Hoon,7.5,2017,0
"4,187",Judwaa 2,3.6,2017,12
"4,190",Muavza,3.9,2017,0
"4,191",Chef,5.6,2017,13
"4,192",Call for Fun,6.2,2017,4
"4,193",Raktdhar,7.6,2017,0
"4,194",2016 the End,4.9,2017,0
"4,196",Babuji Ek Ticket Bambai,8.8,2017,0
"4,199",Adrishya,3.2,2017,13
"4,200",Bhasmasur,6.7,2017,5
"4,201",Walking with the Wind,7.2,2017,0
"4,202",Beyond the Clouds,6.9,2017,9
"4,203",Ishq Ka Manjan,6.8,2017,0
"4,204",Sheitaan,4.3,2017,1
"4,205",Ajji,7.0,2017,10
"4,206",Ranchi Diaries,7.6,2017,3
"4,208",Love and Shukla,7.3,2017,8
"4,209",Gali Guleiyan,7.0,2017,17
"4,210",Eli Eli Lama Sabachthani?,7.2,2017,0
"4,211",Victor's History,5.4,2017,1
"4,213",Secret Superstar,7.8,2017,17
"4,214",Golmaal Again,4.9,2017,4
"4,215",Chhatrapati Shivaji,8.9,2017,0
"4,216",Jia Aur Jia,4.6,2017,3
"4,217",Rukh,6.4,2017,11
"4,218",Door Bell,4.8,2017,0
"4,219",Honey Bunny in Bank Robbery,No ratings,2017,1
"4,220",Bioscopewala,7.5,2017,4
"4,222",Ittefaq,7.2,2017,8
"4,223",ISIS: Enemies of Humanity,6.7,2017,0
"4,224",Ribbon,6.9,2017,20
"4,225",The House Next Door,6.7,2017,13
"4,226",Narayan,7.6,2017,1
"4,227",Ram Ratan,3.9,2017,0
"4,230",Qarib Qarib Singlle,7.1,2017,22
"4,231",Shaadi Mein Zaroor Aana,7.5,2017,7
"4,233",Dhh,7.8,2017,15
"4,235",Shaadi Abhi Baaki Hai,6.1,2017,0
"4,236",Aksar 2,3.6,2017,5
"4,237",Tumhari Sulu,7.0,2017,14
"4,238",Panchlait,6.8,2017,7
"4,239",Dil Jo Na Keh Saka,5.5,2017,1
"4,240",A Daughter's Tale PANKH,8.0,2017,0
"4,241",GST - Galti Sirf Tumhari,4.0,2017,0
"4,242",Julie 2,2.2,2017,4
"4,243",Kadvi Hawa,7.9,2017,18
"4,244",Buddha.mov,6.4,2017,0
"4,246",The Holy Fish,8.4,2017,1
"4,247",Tera Intezaar,1.7,2017,5
"4,248",Firangi,4.3,2017,20
"4,251",Anokhi Raat,7.6,2017,3
"4,252",Fukrey Returns,6.5,2017,2
"4,253",The Great Leader,2.3,2017,0
"4,254",127 B,7.1,2017,0
"4,255",Game Over,7.4,2017,1
"4,256",Sallu Ki Shaadi,3.8,2017,2
"4,257",Lagori,8.3,2017,1
"4,258",Brij Mohan Amar Rahe,6.7,2017,8
"4,261",My Friend's Dulhania,7.0,2017,0
"4,262",Bhangover,5.6,2017,2
"4,263",Office #thebrightesthorrorfilm,5.3,2017,0
"4,264",Mridang,6.9,2017,0
"4,266",Tiger Zinda Hai,5.9,2017,9
"4,268",Sabrang,9.0,2017,0
"4,270",Back to Dad,9.4,2017,0
"4,271",Dilliwaliyaan,No ratings,2017,1
"4,272",Modi Kaka Ka Gaon,6.6,2017,0
"4,279",Bewajah,7.2,2017,3
"4,280",1982 - A Love Marriage,5.2,2017,5
"4,283",The Tape,7.6,2017,0
"4,285",Daak Ghar,6.8,2017,0
"4,291",Daddy's Daughter,8.1,2017,0
"4,293",The Jinx,6.9,2017,0
"4,299",B for Bundelkhand,9.2,2017,0
"4,301",Kanyadaan,7.2,2017,1
"4,314",Days and Nights on Earth,8.5,2017,2
"4,318",Salaam Zindagi,8.5,2017,0
"4,320",The Racer,No ratings,2017,1
"4,321",The Zero Line,9.9,2017,0
"4,322",Krish Trish and Baltiboy: Face Your Fears,9.0,2017,1
"4,326",Udanchhoo,3.6,2018,3
"4,327",Dhaad,6.6,2018,4
"4,328",Kashmir Daily,7.3,2018,1
"4,330",Haseena,4.2,2018,0
"4,332",Kaalakaandi,6.2,2018,3
"4,333",1921,4.3,2018,19
"4,334",Gauru: Journey of Courage,8.4,2018,3
"4,335",Phir Se...,5.3,2018,3
"4,337",Gaon,5.1,2018,5
"4,338",Hamara Tiranga,6.9,2018,0
"4,339",My Birthday Song,5.6,2018,12
"4,340",Vodka Diaries,5.5,2018,3
"4,341",Medal,9.0,2018,0
"4,342",Nirdosh,4.2,2018,5
"4,343",Terror Strike,6.6,2018,0
"4,344",Shaheed- E- Aazam,8.2,2018,0
"4,345",Hume Jeene Do,No ratings,2018,1
"4,347",Padmaavat,7.0,2018,20
"4,348",Mitti-back to roots,8.7,2018,0
"4,353",Padman,7.9,2018,16
"4,355",Love Per Square Foot,7.2,2018,15
"4,356",Aiyaary,5.3,2018,3
"4,359",Downup the Exit 796,9.6,2018,4
"4,360",Kuchh Bheege Alfaaz,7.4,2018,9
"4,361",Jaane Kyun De Yaaron,5.1,2018,0
"4,362",Inspector Gullu,7.4,2018,1
"4,363",Garbage,3.7,2018,9
"4,364",Sonu Ke Titu Ki Sweety,7.1,2018,1
"4,366",Welcome to New York,1.5,2018,8
"4,369",Ok Mein Dhokhe,5.8,2018,0
"4,371",Shohrat the Trap,9.3,2018,0
"4,373",Evening Shadows,7.2,2018,1
"4,374",Veerey Ki Wedding,2.8,2018,13
"4,376",Billu Ustaad,7.4,2018,1
"4,377",Pari,6.6,2018,3
"4,378",Hey Ram Hamne Gandhi Ko maar Diya,6.2,2018,5
"4,380",Hate Story IV,3.3,2018,19
"4,381",3 Storeys,7.0,2018,11
"4,382",Dil Juunglee,3.6,2018,12
"4,386",Raid,7.4,2018,17
"4,387",Raja Abroadiya,4.6,2018,1
"4,389",Hichki,7.5,2018,21
"4,390",Baa Baaa Black Sheep,6.8,2018,8
"4,391",Jannat E Milan,4.8,2018,0
"4,392",Baaghi 2,4.7,2018,20
"4,395",Shaadi Teri Bajayenge Hum Band,5.3,2018,0
"4,396",Pareshaan Parinda,5.9,2018,0
"4,402",Yaksh,8.0,2018,0
"4,405",Blackmail,7.1,2018,15
"4,406",Missing,5.8,2018,14
"4,407",Reva,8.3,2018,16
"4,408",October,7.5,2018,17
"4,410",Project Papa,6.4,2018,0
"4,411",Nanu Ki Jaanu,5.8,2018,18
"4,412",Atal Faisla,8.8,2018,1
"4,413",Killer Highway 21,No ratings,2018,1
"4,415",Daas Dev,5.1,2018,6
"4,416",Kaala,6.6,2018,15
"4,417",Meri Nimmo,7.0,2018,8
"4,419",Ishq Tera,8.0,2018,3
"4,422",Bhabhipedia,8.6,2018,0
"4,423",Ilaaka Kishorganj,6.7,2018,0
"4,424",102 Not Out,7.4,2018,20
"4,425",Parmanu: The Story of Pokhran,7.6,2018,10
"4,427",Indian Never Again Nirbhaya,6.4,2018,2
"4,428",Tishnagi,5.2,2018,1
"4,431",Mahanati,8.4,2018,17
"4,432",Raazi,7.7,2018,6
"4,435",The Past,3.3,2018,9
"4,436",Hope Aur Hum,6.3,2018,7
"4,438",Mehsampur,6.2,2018,1
"4,439",Manto,7.3,2018,5
"4,441",Sir,7.7,2018,24
"4,442",Who,4.5,2018,21
"4,443",Angrezi Mein Kehte Hain,6.7,2018,4
"4,444",Khajoor Pe Atke,5.8,2018,7
"4,445",High Jack,5.3,2018,6
"4,447",Kuch Pal Pyar Ke,4.5,2018,2
"4,448",Khejdi,8.5,2018,6
"4,450",Aadamkhor,6.9,2018,3
"4,452",One Night Out,9.1,2018,0
"4,453",Vaibhav Sethia: Don't,6.9,2018,4
"4,454",Racket,7.4,2018,0
"4,455",Panchaali,5.8,2018,0
"4,456",Bhavesh Joshi Superhero,7.6,2018,16
"4,457",Veere Di Wedding,3.3,2018,10
"4,458",Phamous,3.8,2018,6
"4,461",AA BB KK,7.7,2018,1
"4,463",Krina,7.3,2018,3
"4,464",Race 3,1.9,2018,23
"4,465",Lust Stories,6.4,2018,24
"4,471",Love Sonia,7.4,2018,7
"4,472",T for Taj Mahal,8.8,2018,2
"4,473",Dansh,8.8,2018,0
"4,474",Sanju,7.6,2018,15
"4,476",Zoo,5.6,2018,2
"4,477",Turtle,8.1,2018,1
"4,478",Hanuman vs. Mahiravana,7.2,2018,10
"4,479",Play This,5.6,2018,1
"4,480",Soorma,7.3,2018,21
"4,481",Yeh Kaisa Tigdam,6.1,2018,0
"4,482",Teri Bhabhi Hai Pagle,3.0,2018,7
"4,483",Teen Aur Aadha,6.5,2018,7
"4,484",Dhadak,4.5,2018,23
"4,485",Delhi 47 KM,6.5,2018,2
"4,486",Megalopolis,7.1,2018,0
"4,487",Saheb Biwi Aur Gangster 3,4.3,2018,13
"4,488",When Obama Loved Osama,4.9,2018,0
"4,489",Nawabzaade,4.2,2018,11
"4,491",Mulk,7.2,2018,3
"4,492",Karwaan,7.6,2018,8
"4,495",Mere Paas Baap Hai,6.3,2018,4
"4,496",Vishwaroopam 2,5.8,2018,19
"4,497",Lashtam Pashtam,6.3,2018,6
"4,498",Redrum,4.2,2018,2
"4,501",Page 16,4.0,2018,2
"4,502",Unmaad,7.9,2018,1
"4,504",Gold,7.3,2018,1
"4,505",Satyameva Jayate,5.7,2018,2
"4,506",Battlefield Enforcement,2.4,2018,0
"4,508",Toba Tek Singh,6.9,2018,6
"4,509",Badla Hindustani Ka,No ratings,2018,1
"4,511",Genius,4.9,2018,2
"4,512",Happy Phirr Bhag Jayegi,4.5,2018,6
"4,513",Karim Mohammed,5.0,2018,1
"4,514",Mudda hai Bhookh: The War,8.5,2018,0
"4,515",Baarish Aur Chowmein,6.1,2018,9
"4,516",Chausar,6.5,2018,0
"4,517",Yamla Pagla Deewana Phir Se...,4.4,2018,3
"4,518",Stree,7.5,2018,16
"4,521",Kathor,6.8,2018,0
"4,522",Once Again,6.9,2018,1
"4,523",Paak,8.7,2018,1
"4,524",Soni,7.1,2018,7
"4,525",Paltan,5.2,2018,21
"4,526",Laila Majnu,7.7,2018,17
"4,528",Silvat,7.0,2018,2
"4,529",Halkaa,7.1,2018,7
"4,530",Manmarziyaan,6.9,2018,1
"4,531",Mard Ko Dard Nahin Hota,7.3,2018,16
"4,532",Jhakaas!,7.2,2018,0
"4,533",Turning Point,6.6,2018,0
"4,534",22 Days,6.8,2018,0
"4,536",Mitron,6.9,2018,13
"4,537",Batti Gul Meter Chalu,6.0,2018,21
"4,538",Ishqeria,4.1,2018,7
"4,539",Pakhi,7.3,2018,1
"4,540",Game Paisa Ladki,6.9,2018,0
"4,541",Tumbbad,8.2,2018,3
"4,542",Dobaara,6.8,2018,3
"4,543",Sui Dhaaga: Made in India,6.8,2018,22
"4,544",Pataakha,7.2,2018,9
"4,546",Kalichaat,7.9,2018,0
"4,547",Tony,7.5,2018,2
"4,548",Kuch Der Aur,8.7,2018,6
"4,550",Loveyatri,3.3,2018,8
"4,551",Andhadhun,8.2,2018,11
"4,552",Kaamyaab,7.8,2018,15
"4,553",Bhonsle,6.8,2018,6
"4,554",Namdev Bhau,7.2,2018,2
"4,556",Yours Truly,5.8,2018,1
"4,557",Jalebi,6.0,2018,21
"4,558",Helicopter Eela,5.4,2018,14
"4,560",FryDay,5.3,2018,24
"4,561",Maal Road Dilli,6.9,2018,0
"4,563",Rajma Chawal,5.7,2018,3
"4,565",Friends In Law,7.4,2018,4
"4,567",Namaste England,2.0,2018,15
"4,568",Badhaai ho,7.9,2018,3
"4,572",Maassab (The Teacher),7.5,2018,8
"4,573",Dassehra,3.8,2018,15
"4,574",Baazaar,6.5,2018,16
"4,575",Kaashi in Search of Ganga,5.3,2018,18
"4,577",Summer Camp,7.8,2018,0
"4,579",The Journey of Karma,4.0,2018,9
"4,580",Lateef to laden,7.6,2018,0
"4,581",Painting Life,5.5,2018,0
"4,582",Lovefucked,5.9,2018,12
"4,585",Jack & Dil,7.3,2018,1
"4,586",Leera the Soulmate,5.5,2018,18
"4,587",Ekkees Tareekh Shubh Muhurat,5.7,2018,3
"4,588",Kutte Ki Dum,8.2,2018,0
"4,589",Lupt,5.6,2018,6
"4,590",Rashtraputra,5.9,2018,2
"4,591",Mausam Ikrar Ke Do Pal Pyar Ke,3.7,2018,0
"4,592",Love Trainning,6.8,2018,1
"4,594",Intercity,2.2,2018,0
"4,596",Thugs of Hindostan,4.0,2018,2
"4,598",Half Songs,8.2,2018,0
"4,599",Hotel Milan,4.4,2018,6
"4,600",Noblemen,5.6,2018,6
"4,601",I Am Roshni,5.2,2018,0
"4,603",Sarabha,6.9,2018,1
"4,604",Bhor: Dawn,7.7,2018,8
"4,605",Bhaiaji Superhit,4.0,2018,5
"4,607",Black Bud,6.0,2018,8
"4,608",Myrah,6.1,2018,0
"4,609",The Dark Side of Life: Mumbai City,5.8,2018,10
"4,610",Colour Photo,8.7,2018,0
"4,612",2.0,6.1,2018,22
"4,613",Welcome M1LL10NS,6.8,2018,1
"4,614",Dabang Sarkar,5.8,2018,0
"4,616",Kedarnath,6.7,2018,12
"4,617",Aasma,7.3,2018,0
"4,618",Win Marathon,9.1,2018,25
"4,619",Hamid,7.7,2018,23
"4,621",Bhaagte Raho,4.1,2018,0
"4,622",PK Lele a Salesman,5.5,2018,0
"4,623",Dhappa,No ratings,2018,1
"4,629",Ascharyachakit!,5.1,2018,13
"4,630",K.G.F: Chapter 1,8.2,2018,20
"4,632",Zero,5.2,2018,1
"4,634",Tukkaa Fitt,7.3,2018,0
"4,637",Simmba,5.7,2018,9
"4,638",Idam Jagath,5.5,2018,5
"4,641",Chhappan Bhai,7.2,2018,2
"4,643",Aamaar Bhuvan,7.9,2018,2
"4,646",Chidi Balla,6.5,2018,0
"4,653",Bhawani Mandi Tesan,7.4,2018,0
"4,666",State vs. Malti Mhaske,7.1,2018,3
"4,667",Hijrat,9.0,2018,0
"4,670",The Window,7.4,2018,0
"4,673",Ek Aasha,8.0,2018,0
"4,676",Hamari paltan,No ratings,2018,1
"4,677",Life of an Outcast,6.9,2018,2
"4,679",The Indian Post Graduate,4.7,2018,0
"4,680",Bhootwali Love Story,5.4,2018,0
"4,684",Spring Thunder,9.3,2018,1
"4,686",Ashok Vatika,9.4,2018,0
"4,690",Number Game,7.5,2018,0
"4,693",Pending love,No ratings,2018,1
"4,697",Sanjeevani,3.7,2018,0
"4,707",The Last Color,7.8,2019,7
"4,708",NTR: Kathanayakudu,5.9,2019,23
"4,709",Cabaret,3.3,2019,8
"4,710",Uri: The Surgical Strike,8.2,2019,4
"4,712",The Accidental Prime Minister,6.0,2019,21
"4,713",Falsafa,8.7,2019,3
"4,714",Khamiyaza,5.2,2019,0
"4,715",A Thin Line,9.0,2019,13
"4,716",706,5.2,2019,15
"4,717",Pagal Kar Diya Toone,No ratings,2019,1
"4,718",Battalion 609,2.9,2019,4
"4,719",Bombairiya,4.5,2019,14
"4,722",Fraud Saiyyan,4.2,2019,9
"4,723",Praana,7.9,2019,0
"4,724",Why Cheat India,6.1,2019,7
"4,726",Rangeela Raja,2.1,2019,10
"4,727",The Lift Boy,7.2,2019,15
"4,728",72 Hours: Martyr Who Never Died,5.4,2019,12
"4,729",Wo Jo Tha EK Messiah Maulana Azad,6.0,2019,0
"4,730",Little Boy,8.4,2019,1
"4,731",Kasaai,6.3,2019,2
"4,732",Rakkhosh,4.8,2019,6
"4,733",I Am Zero,8.3,2019,0
"4,734",Jacqueline I Am Coming,8.5,2019,2
"4,735",Sea of Lost Time,6.2,2019,0
"4,736",Manikarnika: The Queen of Jhansi,6.4,2019,25
"4,737",Thackeray,5.3,2019,17
"4,739",Veergati,6.7,2019,1
"4,740",Photograph,6.8,2019,4
"4,741",Ghode Ko Jalebi Khilane Le Ja Riya Hoon,6.9,2019,4
"4,746",Bahattar Hoorain,8.6,2019,0
"4,747",Ek Ladki Ko Dekha Toh Aisa Laga,5.6,2019,15
"4,748",Umakant Pandey Purush Ya,7.3,2019,16
"4,749",Gho Gho Rani,8.9,2019,16
"4,750",Amavas,2.8,2019,15
"4,751",S.P. Chauhan,5.3,2019,18
"4,753",Darkness Visible,5.6,2019,2
"4,754",Dosti Ke Side Effects,3.4,2019,1
"4,756",I Am Banni,8.8,2019,0
"4,758",Jhol,8.4,2019,24
"4,759",Endcounter,4.5,2019,0
"4,760",Gully Boy,7.9,2019,16
"4,761",Code Blue,9.3,2019,0
"4,763",Facebook wala pyaar,5.7,2019,2
"4,765",Hum Chaar,5.8,2019,10
"4,767",Total Dhamaal,4.2,2019,5
"4,768",Dombivli Return,4.9,2019,5
"4,769",Unmatta,7.6,2019,3
"4,771",Luka Chuppi,6.3,2019,8
"4,773",Sonchiriya,7.9,2019,22
"4,774",Eiga Doraemon: Nobita no getsumen tansaki,6.8,2019,6
"4,775",Ye Saccha Swabhimaan Sahi Sangharsh,No ratings,2019,1
"4,778",The Sholay Girl,7.6,2019,4
"4,779",Badla,7.8,2019,24
"4,780",Bombay Rose,6.4,2019,19
"4,781",Yeh Suhaagraat Impossible,7.6,2019,4
"4,782",Is She Raju?,5.5,2019,1
"4,784",Milan Talkies,5.1,2019,11
"4,785",Sharma Ji Ki Lag Gayi,4.8,2019,2
"4,786",22 Yards,5.9,2019,16
"4,787",Risknamaa,8.3,2019,0
"4,788",377 AbNormal,5.4,2019,5
"4,790",Kesari,7.4,2019,21
"4,791",Railway Raju,9.5,2019,8
"4,792",Junglee,5.5,2019,21
"4,793",Gone Kesh,6.9,2019,20
"4,795",Tennis Buddies,5.7,2019,2
"4,796",Notebook,6.9,2019,16
"4,797",Ram Ki Janmabhoomi,4.4,2019,8
"4,798",Romeo Akbar Walter,6.6,2019,1
"4,799",Jai Chhathi Maa,8.7,2019,0
"4,800",PM Narendra Modi,3.0,2019,18
"4,801",Chousar Firangi,7.1,2019,2
"4,802",2 Band Radio,9.4,2019,0
"4,803",The Pickup Artist,5.2,2019,8
"4,804",The Tashkent Files,8.1,2019,11
"4,806",Gun Pe Done,4.4,2019,0
"4,807",Albert Pinto Ko Gussa Kyun Aata Hai?,5.6,2019,3
"4,808",Paharganj,4.5,2019,4
"4,809",3 Dev,1.6,2019,13
"4,810",Phir Ussi Mod Par,8.8,2019,0
"4,811",Blackboard vs Whiteboard,5.7,2019,6
"4,813",What are the Odds?,5.2,2019,24
"4,814",Kalank,3.5,2019,23
"4,815",Jersey,8.5,2019,1
"4,816",Music Teacher,6.2,2019,23
"4,817",My Angel My Teacher,7.6,2019,1
"4,820",Grihalakshmi - The Awakening,8.8,2019,2
"4,821",Tarpan: The Salvation,8.6,2019,19
"4,823",Blank,6.1,2019,25
"4,824",1978: A Teen Night Out,4.6,2019,0
"4,825",The Himalayan Diaries,8.9,2019,2
"4,826",3rd EYE,6.0,2019,0
"4,827",Setters,5.2,2019,7
"4,828",Hansa Ek Sanyog,9.1,2019,1
"4,831",Student of the Year 2,2.1,2019,9
"4,832",Chhota Bheem Kung Fu Dhamaka,5.4,2019,5
"4,833",Badnaam Gali,7.0,2019,1
"4,836",Last Chance: The Moment I Finally Embraced the Futility of Existence,8.8,2019,0
"4,837",De De Pyaar De,6.5,2019,17
"4,838",Chhorriyan Chhoron Se Kam Nahi Hoti,7.1,2019,2
"4,839",Gunwali Dulhaniya,3.4,2019,2
"4,841",India's Most Wanted,4.7,2019,6
"4,842",Kadke Kamal Ke,6.9,2019,0
"4,844",Har Har Mahadev,7.4,2019,1
"4,845",Chopsticks,6.5,2019,24
"4,846",Naughty Gang,3.7,2019,1
"4,847",Shuruaat Ka Twist,5.6,2019,2
"4,848",Nakkash,7.2,2019,2
"4,850",Bharat,4.7,2019,22
"4,853",Devil (Maupassant's Le Diable),5.7,2019,0
"4,854",Devil's Daughter,2.5,2019,5
"4,855",Fazeeta,9.7,2019,0
"4,857",Kissebaaz,4.6,2019,12
"4,858",Remember Amnesia,7.9,2019,15
"4,859",Khamoshi,3.5,2019,8
"4,860",Rescue,4.7,2019,1
"4,862",Article 15,8.1,2019,21
"4,863",#Gadhvi (He thought he was Gandhi),7.4,2019,0
"4,864",Kabir Singh,7.0,2019,11
"4,866",Fastey Fasaatey,4.5,2019,19
"4,868",Jungle Mystery Of Murder,5.2,2019,0
"4,869",Beheaded,3.0,2019,0
"4,870",The Great Indian Escape,7.3,2019,5
"4,871",Chippa,6.5,2019,9
"4,873",Tottaa Pataaka Item Maal,7.5,2019,9
"4,874",One Day: Justice Delivered,5.1,2019,12
"4,875",The Great Indian Casino,8.8,2019,0
"4,876",Dank,5.4,2019,5
"4,877",Malaal,5.8,2019,21
"4,878",Hume Tumse Pyaar Kitna,4.4,2019,8
"4,879",Marudhar Express,6.1,2019,9
"4,880",Time To Retaliate: MASOOM,5.7,2019,3
"4,881",Nirmal Anand Ki Puppy,9.1,2019,0
"4,882",Super 30,7.9,2019,19
"4,885",Shaadi Ke Patasey,6.1,2019,0
"4,886",Penalty,5.3,2019,3
"4,887",Hyderabad Nawabs 2,5.9,2019,0
"4,889",Wig Boss,2.1,2019,1
"4,891",Jhootha Kahin Ka,4.6,2019,13
"4,892",Family of Thakurganj,8.4,2019,11
